,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Code,District Code,School Code,Charter Number,Charter Fund Type,Local Educational Agency,District Type,"County Office of Education LCFF State Aid 
(0000-8011)
A-1","School District LCFF State Aid
 (0000-8011)
A-2","Charter School LCFF State Aid
 (0000-8011)
A-3","School District Basic Aid ""Choice""
 (0000-8011)
A-4","School District Basic Aid Court-Ordered Voluntary Pupil Transfer 
(0000-8011)
A-5","School District Basic Aid Open Enrollment 
(0000-8011)
A-6","School District Basic Aid Supplement Charter School Adjustment 
(0000-8011)
A-7","Adults in Correctional Facilities 
(6015-8311)
A-8","Special Education 
AB 602
(6500-8311)
A-9","Special Education
Infants 0-2 
(6510-8311)
A-10","Special Education
Mental Health Services
(6546-8590)
A-11","Special Education
Early Intervention Preschool Grant
(6547-8590)
A-12","Expanded Learning Opportunities Program
(2600-8590)
A-13","Transfer of Funds for County Served District Funded ADA
(0000-7142 for districts and 0000-8710 for COEs)
A-14","Other State Aid (Ch.44/2021, Ch.48/2023, and 38/2024) (7810-8590)
A-15","Home-to-School Transportation Reimbursement
(0000-8590)
A-16","Proposition 28: Arts and Music In Schools (6770-8590)
A-17","LCFF Equity Multiplier (7399-8590)
A-18","Student Support and Enrichment Block Grant (6018-8590) 
A-19","New or Expanding Charter Advance Payments 
(0000-8011)
A-20","School District Advance Payments of In-lieu of Property Tax Transfers for New or Expanding Charter Schools 
(0000-8011)
A-21","Amount Charter Overpaid
A-22","PY Amount Charter Overpaid
A-23","Adjustments and PY Recomputations
A-24","Total Principal Apportionment
(Sum of A-1 through A-24)
B-1","EPA Entitlement
(1400-8012)
C-1","Total of LCFF State Aid and EPA Entitlement
(A-1 + A-2 + A-3 + C-1)
D-1",Payment Type,Notes
04,61424,0110551,0729,D,Nord Country,UNIFIED, - , - ," 1,162,067 ", - , - , - , - , - , - , - ," 16,944 ", - ," 60,023 ", - , - , - ," 25,985 ", - , - , - , - , - , - ," (10,561)"," 1,254,458 "," 401,917 "," 1,563,984 ", 1 , - 
04,61424,0118042,1019,D,Forest Ranch Charter,UNIFIED, - , - ," 711,649 ", - , - , - , - , - , - , - ," 8,520 ", - ," 73,129 ", - , - , - ," 16,513 ", - , - , - , - , - , - ," (5,117)"," 804,694 "," 201,652 "," 913,301 ", 1 , - 
04,61424,0120394,1114,D,Inspire School of Arts and Sciences,UNIFIED, - , - ," 2,398,799 ", - , - , - , - , - , - , - ," 25,204 ", - , - , - , - , - ," 52,406 ", - , - , - , - , - , - ," (16,869)"," 2,459,540 "," 718,979 "," 3,117,778 ", 1 , - 
04,61424,0121475,1166,D,Sherwood Montessori,UNIFIED, - , - ," 716,416 ", - , - , - , - , - , - , - ," 8,807 ", - ," 83,165 ", - , - , - ," 17,081 ", - , - , - , - , - , - ," (5,369)"," 820,100 "," 210,147 "," 926,563 ", 1 , - 
04,61424,0123810,1280,D,Wildflower Open Classroom,UNIFIED, - , - ," 1,103,949 ", - , - , - , - , - , - , - ," 14,101 ", - ," 68,801 ", - , - , - ," 23,111 ", - , - , - , - , - , - ," (10,377)"," 1,199,585 "," 336,667 "," 1,440,616 ", 1 , - 
04,61424,0137828,1982,D,Pivot Charter School North Valley II,UNIFIED, - , - ," 947,892 ", - , - , - , - , - , - , - ," 7,714 ", - , - , - , - , - ," 16,446 ", - , - , - , - , - , - ," (4,610)"," 967,442 "," 18,672 "," 966,564 ", 1 , - 
04,61424,0141085,2120,D,Achieve Charter School of Chico,UNIFIED, - , - ," 1,692,793 ", - , - , - , - , - , - , - ," 17,754 ", - ," 107,354 ", - , - , - ," 29,373 ", - , - , - , - , - , - ," (9,736)"," 1,837,538 "," 42,976 "," 1,735,769 ", 1 , - 
04,61424,6113773,0112,D,Chico Country Day,UNIFIED, - , - ," 3,409,920 ", - , - , - , - , - , - , - ," 46,348 ", - ," 184,454 ", - , - , - ," 74,169 ", - , - , - , - , - , - ," (28,024)"," 3,686,867 "," 1,108,395 "," 4,518,315 ", 1 , - 
04,61424,6119523,0415,D,Blue Oak Charter,UNIFIED, - , - ," 1,373,088 ", - , - , - , - , - , - , - ," 16,542 ", - ," 156,622 ", - , - , - ," 34,147 ", - , - , - , - , - , - ," (33,858)"," 1,546,541 "," 394,180 "," 1,767,268 ", 1 , - 
04,61432,0000000,N/A,N/A,Durham Unified,UNIFIED, - ," 5,669,440 ", - , - , - , - , - , - , - , - ," 82,125 "," 37,725 "," 353,966 "," (44,287)", - ," 108,378 "," 142,108 ", - , - , - , - , - , - ," (270,123)"," 6,079,332 "," 2,143,905 "," 7,813,345 ", 2 , - 
04,61457,0000000,N/A,N/A,Golden Feather Union Elementary,ELEMENTARY, - ," 361,499 ", - , - , - , - , - , - , - , - ," 5,157 "," 10,779 "," 135,668 "," (30,284)", - , - ," 12,395 ", - , - , - , - , - , - , - ," 495,214 "," 14,050 "," 375,549 ", 2 , - 
04,61499,0000000,N/A,N/A,Manzanita Elementary,ELEMENTARY, - ," 2,570,409 ", - , - , - , - , - , - , - , - ," 24,115 "," 21,557 "," 185,552 "," (11,766)", - ," 22,205 "," 44,542 ", - , - , - , - , - , - ," (31,627)"," 2,824,987 "," 592,897 "," 3,163,306 ", 1 , - 
04,61507,0000000,N/A,N/A,Oroville City Elementary,ELEMENTARY, - ," 18,750,094 ", - , - , - , - , - , - , - , - ," 146,401 "," 226,349 "," 3,185,261 "," (212,178)", - ," 21,605 "," 357,095 "," 373,743 ", - , - , - , - , - ," (448,526)"," 22,399,844 "," 3,739,342 "," 22,489,436 ", 1 , - 
04,61507,0121509,1170,D,Ipakanni Early College Charter,ELEMENTARY, - , - ," 557,231 ", - , - , - , - , - , - , - ," 4,634 ", - ," 50,000 ", - , - , - ," 10,069 "," 75,124 ", - , - , - , - , - ," (4,748)"," 692,310 "," 132,200 "," 689,431 ", 1 , - 
04,61507,0129577,1616,D,Stream Charter,ELEMENTARY, - , - ," 4,804,697 ", - , - , - , - , - , - , - ," 40,618 ", - ," 295,421 ", - , - , - ," 70,484 ", - , - , - , - , - , - ," (38,775)"," 5,172,445 "," 98,320 "," 4,903,017 ", 1 , - 
04,61515,0000000,N/A,N/A,Oroville Union High,HIGH, - ," 19,112,871 ", - , - , - , - , - , - , - , - ," 166,360 ", - , - ," (36,085)", - ," 353,881 "," 375,345 "," 158,526 ", - , - , - , - , - ," (388,171)"," 19,742,727 "," 4,890,979 "," 24,003,850 ", 2 , - 
04,61523,0000000,N/A,N/A,Palermo Union Elementary,ELEMENTARY, - ," 14,028,160 ", - , - , - , - , - , - , - , - ," 104,165 "," 86,228 "," 2,043,136 "," (74,799)", - ," 133,922 "," 232,226 "," 50,535 ", - , - , - , - , - ," (67,746)"," 16,535,827 "," 2,469,388 "," 16,497,548 ", 1 , - 
04,61531,0000000,N/A,N/A,Paradise Unified,UNIFIED, - ," 13,306,348 ", - , - , - , - , - , - , - , - ," 132,015 "," 97,007 "," 889,348 "," (58,986)", - ," 17,695 "," 257,748 "," 264,813 ", - , - ," (16,997)", - , - ," (430,632)"," 14,458,359 "," 3,258,389 "," 16,564,737 ", 1 , - 
04,61531,0110338,0751,D,Achieve Charter School of Paradise Inc.,UNIFIED, - , - ," 894,177 ", - , - , - , - , - , - , - ," 13,358 ", - ," 95,225 ", - , - , - ," 20,194 ", - , - ," (37,210)", - , - , - ," (40,825)"," 944,919 "," 320,009 "," 1,214,186 ", 1 , - 
04,61531,6112585,0067,D,Hometech Charter,UNIFIED, - , - ," 1,007,998 ", - , - , - , - , - , - , - ," 10,025 ", - , - , - , - , - ," 19,233 ", - , - , - , - , - , - ," (26,939)"," 1,010,317 "," 268,535 "," 1,276,533 ", 1 , - 
04,61531,6112999,0079,D,Paradise Charter Middle,UNIFIED, - , - ," 668,761 ", - , - , - , - , - , - , - ," 11,197 ", - ," 50,000 ", - , - , - ," 19,851 ", - , - , - , - , - , - ," (43,052)"," 706,757 "," 272,970 "," 941,731 ", 1 , - 
04,61531,6113765,0094,D,Children's Community Charter,UNIFIED, - , - ," 1,381,556 ", - , - , - , - , - , - , - ," 16,984 ", - ," 163,652 ", - , - , - ," 31,558 ", - , - , - , - , - , - ," (43,998)"," 1,549,752 "," 406,334 "," 1,787,890 ", 1 , - 
04,61549,0000000,N/A,N/A,Thermalito Union Elementary,ELEMENTARY, - ," 16,356,623 ", - , - , - , - , - , - , - , - ," 118,343 "," 123,953 "," 2,691,239 "," (91,634)", - ," 221,842 "," 286,324 "," 50,535 ", - , - , - , - , - ," (199,551)"," 19,557,674 "," 2,818,138 "," 19,174,761 ", 1 , - 
04,73379,0000000,N/A,N/A,Pioneer Union Elementary,ELEMENTARY, - ," 396,815 ", - , - , - , - , - , - , - , - ," 3,062 "," 5,389 "," 66,967 "," (14,213)", - , - ," 5,716 ", - , - , - , - , - , - ," (27,026)"," 436,710 "," 7,586 "," 404,401 ", 2 , - 
04,75507,0000000,N/A,N/A,Gridley Unified,UNIFIED, - ," 18,048,340 ", - , - , - , - , - , - , - , - ," 156,300 "," 167,067 "," 1,942,643 "," (69,484)", - ," 250,030 "," 326,652 "," 50,535 ", - , - , - , - , - ," (235,206)"," 20,636,877 "," 3,880,899 "," 21,929,239 ", 1 , - 
05,10058,0000000,N/A,N/A,Calaveras Co. Office of Education,CO OFFICE," 3,215,686 ", - , - , - , - , - , - , - ," 5,108,518 "," 175,136 "," 4,517 ", - , - ," 410,649 ", - , - ," 14,175 "," 101,070 "," 76,650 ", - , - , - , - ," 874,133 "," 9,980,534 "," 279,657 "," 3,495,343 ", 1 , - 
05,10058,0530154,0527,L,Mountain Oaks,CO OFFICE, - , - ," 3,556,272 ", - , - , - , - , - , - , - ," 34,787 ", - , - , - , - , - ," 59,307 ", - , - , - , - , - , - ," (1,451)"," 3,648,915 "," 901,562 "," 4,457,834 ", 1 , - 
05,61556,0000000,N/A,N/A,Bret Harte Union High,HIGH, - ," 121,048 ", - , - , - , - , - , - , - , - ," 46,173 ", - , - ," (63,661)", - ," 151,529 "," 89,350 ", - , - , - , - , - , - ," (12,188)"," 332,251 "," 115,134 "," 236,182 ", 2 , - 
05,61564,0000000,N/A,N/A,Calaveras Unified,UNIFIED, - ," 6,410,136 ", - , - , - , - , - , - , - , - ," 215,921 "," 215,571 "," 1,112,657 "," (286,723)", - ," 78,150 "," 405,695 ", - , - , - , - , - , - ," 98,026 "," 8,249,433 "," 527,526 "," 6,937,662 ", 2 , - 
05,61572,0000000,N/A,N/A,Mark Twain Union Elementary,ELEMENTARY, - ," 2,852,370 ", - , - , - , - , - , - , - , - ," 56,833 "," 59,282 "," 486,076 "," (60,265)", - ," 203,816 "," 115,819 ", - , - , - , - , - , - ," 12,620 "," 3,726,551 "," 143,090 "," 2,995,460 ", 2 , - 
05,61580,0000000,N/A,N/A,Vallecito Union,ELEMENTARY, - ," 628,691 ", - , - , - , - , - , - , - , - ," 46,185 "," 32,336 "," 376,651 ", - , - ," 101,486 "," 86,106 ", - , - , - , - , - , - , - ," 1,271,455 "," 111,796 "," 740,487 ", 2 , - 
06,10066,0000000,N/A,N/A,Colusa Co. Office of Education,CO OFFICE," 4,174,013 ", - , - , - , - , - , - ," 6,437 "," 3,918,495 "," 97,021 "," 4,824 ", - , - ," 279,643 ", - , - ," 22,607 "," 50,535 "," 120,990 ", - , - , - , - ," 182,944 "," 8,857,509 "," 431,257 "," 4,605,270 ", 1 , - 
06,61598,0000000,N/A,N/A,Colusa Unified,UNIFIED, - ," 12,180,635 ", - , - , - , - , - , - , - , - ," 113,757 "," 97,007 "," 821,524 "," (77,698)", - ," 134,599 "," 239,443 "," 50,709 ", - , - , - , - , - ," (78,105)"," 13,481,871 "," 3,054,505 "," 15,235,140 ", 2 , - 
06,61606,0000000,N/A,N/A,Maxwell Unified,UNIFIED, - ," 2,260,741 ", - , - , - , - , - , - , - , - ," 26,440 "," 16,168 "," 180,941 "," (12,119)", - ," 45,266 "," 53,973 ", - , - , - , - , - , - ," 4,177 "," 2,575,587 "," 896,428 "," 3,157,169 ", 2 , - 
06,61614,0000000,N/A,N/A,Pierce Joint Unified,UNIFIED, - ," 11,743,133 ", - , - , - , - , - , - , - , - ," 113,858 "," 80,839 "," 1,482,593 "," (137,983)", - ," 31,615 "," 241,208 "," 50,535 ", - , - , - , - , - ," (48,955)"," 13,556,843 "," 3,014,076 "," 14,757,209 ", 2 , - 
06,61622,0000000,N/A,N/A,Williams Unified,UNIFIED, - ," 12,581,839 ", - , - , - , - , - , - , - , - ," 99,334 "," 48,503 "," 1,664,791 "," (51,843)", - ," 125,640 "," 245,760 "," 50,535 ", - , - , - , - , - ," (104,570)"," 14,659,989 "," 2,630,292 "," 15,212,131 ", 2 , - 
07,10074,0000000,N/A,N/A,Contra Costa Co. Office of Education,CO OFFICE," 17,991,284 ", - , - , - , - , - , - , - , - ," 1,191,081 "," 17,693 ", - , - ," 15,790 ", - ," 1,936,820 "," 30,769 "," 180,298 "," 222,750 ", - , - , - , - ," (6,522)"," 21,579,963 "," 14,850 "," 18,006,134 ", 1 , - 
07,10074,0114470,0868,D,Making Waves Academy,UNIFIED, - , - ," 8,605,333 ", - , - , - , - , - , - , - ," 84,491 ", - ," 594,469 ", - , - , - ," 181,835 ", - , - , - , - , - , - ," 29,549 "," 9,495,677 "," 2,160,713 "," 10,766,046 ", 1 , - 
07,10074,0129528,1622,D,Caliber: Beta Academy,UNIFIED, - , - ," 8,614,369 ", - , - , - , - , - , - , - ," 75,657 ", - ," 1,539,958 ", - , - , - ," 155,778 ", - , - , - , - , - , - ," 29,904 "," 10,415,666 "," 183,138 "," 8,797,507 ", 1 , - 
07,10074,0129684,1650,D,Summit Public School K2,UNIFIED, - , - ," 5,505,083 ", - , - , - , - , - , - , - ," 42,420 ", - , - , - , - , - ," 90,115 ", - , - , - , - , - , - ," 16,067 "," 5,653,685 "," 102,682 "," 5,607,765 ", 1 , - 
07,10074,0134114,1773,D,Contra Costa School of Performing Arts,UNIFIED, - , - ," 1,539,862 ", - , - , - , - , - , - , - ," 21,629 ", - ," 50,000 ", - , - , - ," 50,915 ", - , - , - , - , - , - ," 2,272 "," 1,664,678 "," 52,356 "," 1,592,218 ", 1 , - 
07,10074,0137026,1933,D,Invictus Academy of Richmond,UNIFIED, - , - ," 3,807,487 ", - , - , - , - , - , - , - ," 29,360 ", - , - , - , - , - ," 63,216 ", - , - , - , - , - , - ," 10,921 "," 3,910,984 "," 71,070 "," 3,878,557 ", 1 , - 
07,10074,0730614,1887,L,Golden Gate Community,CO OFFICE, - , - ," 572,103 ", - , - , - , - , - , - , - ," 5,409 ", - , - , - , - , - ," 16,567 ", - , - , - , - , - , - ," 1,272 "," 595,351 "," 9,794 "," 581,897 ", 1 , - 
07,10074,0731380,1400,D,Clayton Valley Charter High,UNIFIED, - , - ," 10,595,576 ", - , - , - , - , - , - , - ," 186,064 ", - , - , - , - , - ," 296,846 ", - , - , - , - , - , - ," 21,880 "," 11,100,366 "," 4,833,653 "," 15,429,229 ", 1 , - 
07,10074,6118368,0333,D,Manzanita Middle,UNIFIED, - , - ," 624,876 ", - , - , - , - , - , - , - ," 7,079 ", - ," 50,000 ", - , - , - ," 13,887 ", - , - , - , - , - , - ," 2,284 "," 698,126 "," 172,971 "," 797,847 ", 1 , - 
07,61630,0000000,N/A,N/A,Acalanes Union High,HIGH, - ," 3,654,835 ", - , - , - , - , - , - , - , - ," 431,174 ", - , - , - , - ," 469,927 "," 610,552 ", - , - , - , - , - , - , - ," 5,166,488 "," 1,045,396 "," 4,700,231 ", 1 , - 
07,61648,0000000,N/A,N/A,Antioch Unified,UNIFIED, - ," 119,320,176 ", - , - , - , - , - , - , - , - ," 1,148,975 "," 813,780 "," 14,943,525 ", - , - ," 3,755,797 "," 2,442,513 "," 1,731,612 ", - , - , - , - , - ," (36,179)"," 144,120,199 "," 28,206,435 "," 147,526,611 ", 1 , - 
07,61648,0115063,0909,D,Antioch Charter Academy II,UNIFIED, - , - ," 1,172,142 ", - , - , - , - , - , - , - ," 16,792 ", - ," 109,548 ", - , - , - ," 27,989 ", - , - , - , - , - , - ," 4,435 "," 1,330,906 "," 401,477 "," 1,573,619 ", 1 , - 
07,61648,0137430,1965,D,Rocketship Delta Prep,UNIFIED, - , - ," 4,920,589 ", - , - , - , - , - , - , - ," 40,191 ", - ," 1,144,096 ", - , - , - ," 96,355 ", - , - , - , - , - , - ," (4,290)"," 6,196,941 "," 97,286 "," 5,017,875 ", 1 , - 
07,61648,6115703,0143,D,Antioch Charter Academy,UNIFIED, - , - ," 1,077,187 ", - , - , - , - , - , - , - ," 16,540 ", - ," 83,498 ", - , - , - ," 26,376 ", - , - , - , - , - , - ," 4,541 "," 1,208,142 "," 395,472 "," 1,472,659 ", 1 , - 
07,61655,0000000,N/A,N/A,Brentwood Union Elementary,ELEMENTARY, - ," 57,345,117 ", - , - , - , - , - , - , - , - ," 793,229 "," 662,880 "," 3,095,662 ", - , - ," 1,066,631 "," 1,199,518 ", - , - , - , - , - , - ," 493,546 "," 64,656,583 "," 18,683,519 "," 76,028,636 ", 1 , - 
07,61663,0000000,N/A,N/A,Byron Union Elementary,ELEMENTARY, - ," 6,944,878 ", - , - , - , - , - , - , - , - ," 92,442 "," 37,725 "," 455,211 ", - , - ," 271,699 "," 162,516 ", - , - , - , - , - , - ," 39,228 "," 8,003,699 "," 2,313,647 "," 9,258,525 ", 1 , - 
07,61663,0130930,1684,D,Vista Oaks Charter,ELEMENTARY, - , - ," 8,124,026 ", - , - , - , - , - , - , - ," 81,857 ", - , - , - , - , - ," 126,697 ", - , - , - , - , - , - ," 24,598 "," 8,357,178 "," 198,146 "," 8,322,172 ", 1 , - 
07,61671,0000000,N/A,N/A,Canyon Elementary,ELEMENTARY, - ," 488,523 ", - , - , - , - , - , - , - , - ," 5,195 ", - ," 50,000 ", - , - , 380 ," 8,349 ", - , - , - , - , - , - ," 4,209 "," 556,656 "," 142,014 "," 630,537 ", 1 , - 
07,61697,0000000,N/A,N/A,John Swett Unified,UNIFIED, - ," 6,558,759 ", - , - , - , - , - , - ," 40,072,574 ", - ," 91,861 "," 75,450 "," 1,249,791 ", - , - ," 108,498 "," 202,022 "," 52,587 ", - , - , - , - , - ," 1,155,019 "," 49,566,561 "," 224,810 "," 6,783,569 ", 1 , - 
07,61705,0000000,N/A,N/A,Knightsen Elementary,ELEMENTARY, - ," 2,549,493 ", - , - , - , - , - , - , - , - ," 51,102 "," 43,114 "," 237,640 ", - , - ," 15,065 "," 76,731 ", - , - , - , - , - , - , - ," 2,973,145 "," 989,351 "," 3,538,844 ", 1 , - 
07,61713,0000000,N/A,N/A,Lafayette Elementary,ELEMENTARY, - ," 5,331,216 ", - , - , - , - , - , - , - , - ," 260,157 "," 274,853 "," 246,355 ", - , - ," 369,341 "," 357,149 ", - , - , - , - , - , - ," (154,418)"," 6,684,653 "," 629,950 "," 5,961,166 ", 1 , - 
07,61721,0000000,N/A,N/A,Liberty Union High,HIGH, - ," 39,202,647 ", - , - , - , - , - , - , - , - ," 636,927 ", - , - , - , - ," 793,819 "," 1,019,523 ", - , - , - , - , - , - ," 2,256 "," 41,655,172 "," 10,872,137 "," 50,074,784 ", 1 , - 
07,61739,0000000,N/A,N/A,Martinez Unified,UNIFIED, - ," 16,491,728 ", - , - , - , - , - , - , - , - ," 298,894 "," 167,067 "," 1,234,076 ", - , - ," 777,837 "," 493,406 ", - , - , - , - , - , - ," 119,848 "," 19,582,856 "," 725,448 "," 17,217,176 ", 1 , - 
07,61747,0000000,N/A,N/A,Moraga Elementary,ELEMENTARY, - ," 5,377,789 ", - , - , - , - , - , - , - , - ," 145,790 "," 75,450 "," 147,686 ", - , - ," 61,381 "," 197,541 ", - , - , - , - , - , - ," 60,756 "," 6,066,393 "," 352,902 "," 5,730,691 ", 1 , - 
07,61754,0000000,N/A,N/A,Mt. Diablo Unified,UNIFIED, - ," 144,084,781 ", - , - , - , - , - , - ," 26,433,160 "," 152,361 "," 2,242,767 "," 1,158,693 "," 11,907,485 ", - , - ," 4,298,378 "," 4,022,216 "," 483,264 ", - , - , - , - , - ," 217,926 "," 195,001,031 "," 10,189,675 "," 154,274,456 ", 1 , - 
07,61754,0134072,1805,D,Rocketship Futuro Academy,UNIFIED, - , - ," 4,004,154 ", - , - , - , - , - , - , - ," 51,828 ", - ," 1,383,727 ", - , - , - ," 103,112 ", - , - , - , - , - , - ," 7,174 "," 5,549,995 "," 125,456 "," 4,129,610 ", 1 , - 
07,61754,6118087,0305,L,Eagle Peak Montessori,UNIFIED, - , - ," 1,129,428 ", - , - , - , - , - , - , - ," 24,043 ", - ," 50,000 ", - , - , - ," 33,190 ", - , - , - , - , - , - ," (1,684)"," 1,234,977 "," 212,680 "," 1,342,108 ", 1 , - 
07,61762,0000000,N/A,N/A,Oakley Union Elementary,ELEMENTARY, - ," 23,850,021 ", - , - , - , - , - , - , - , - ," 398,272 "," 371,860 "," 2,627,246 ", - , - ," 856,347 "," 725,631 ", - , - , - , - , - , - ," 285,091 "," 29,114,468 "," 8,951,838 "," 32,801,859 ", 1 , - 
07,61770,0000000,N/A,N/A,Orinda Union Elementary,ELEMENTARY, - ," 8,650,708 ", - , - , - , - , - , - , - , - ," 206,767 "," 91,618 "," 123,330 ", - , - ," 59,273 "," 277,656 ", - , - , - , - , - , - ," 137,354 "," 9,546,706 "," 500,504 "," 9,151,212 ", 1 , - 
07,61788,0000000,N/A,N/A,Pittsburg Unified,UNIFIED, - ," 105,865,927 ", - , - , - , - , - , - , - , - ," 805,715 "," 468,867 "," 10,946,034 ", - , - ," 1,760,772 "," 1,809,441 "," 294,862 ", - , - , - , - , - ," (61,884)"," 121,889,734 "," 20,366,211 "," 126,232,138 ", 1 , - 
07,61796,0000000,N/A,N/A,West Contra Costa Unified,UNIFIED, - ," 170,434,021 ", - , - , - , - , - , - ," 23,318,856 "," 631,344 "," 1,939,779 "," 1,395,821 "," 14,574,126 ", - , - ," 4,416,145 "," 4,027,958 "," 1,081,788 ", - , - , - , - , - ," (2,926,414)"," 218,893,424 "," 48,216,328 "," 218,650,349 ", 1 , - 
07,61796,0101477,0557,D,Leadership Public Schools: Richmond,UNIFIED, - , - ," 4,868,418 ", - , - , - , - , - , - , - ," 42,246 ", - , - , - , - , - ," 79,995 ", - , - , - , - , - , - ," 13,320 "," 5,003,979 "," 1,205,118 "," 6,073,536 ", 1 , - 
07,61796,0110973,0755,D,Richmond College Preparatory,UNIFIED, - , - ," 4,138,251 ", - , - , - , - , - , - , - ," 43,946 ", - ," 934,249 ", - , - , - ," 91,518 ", - , - , - , - , - , - ," 14,769 "," 5,222,733 "," 1,041,269 "," 5,179,520 ", 1 , - 
07,61796,0126805,1441,D,Richmond Charter Academy,UNIFIED, - , - ," 1,969,766 ", - , - , - , - , - , - , - ," 22,701 ", - ," 197,993 ", - , - , - ," 43,747 ", - , - , - , - , - , - ," 7,789 "," 2,241,996 "," 553,913 "," 2,523,679 ", 1 , - 
07,61796,0129643,1660,D,Richmond Charter Elementary-Benito Juarez,UNIFIED, - , - ," 4,227,165 ", - , - , - , - , - , - , - ," 36,188 ", - ," 983,876 ", - , - , - ," 73,847 ", - , - , - , - , - , - ," 13,431 "," 5,334,507 "," 87,598 "," 4,314,763 ", 1 , - 
07,61796,0132100,1739,D,Aspire Richmond California College Preparatory Academy,UNIFIED, - , - ," 6,127,822 ", - , - , - , - , - , - , - ," 46,583 ", - ," 105,154 ", - , - , - ," 98,271 ", - , - , - , - , - , - ," 15,513 "," 6,393,343 "," 112,760 "," 6,240,582 ", 1 , - 
07,61796,0132118,1740,D,Aspire Richmond Technology Academy,UNIFIED, - , - ," 5,728,461 ", - , - , - , - , - , - , - ," 45,135 ", - ," 1,196,791 ", - , - , - ," 92,983 ", - , - , - , - , - , - ," 16,826 "," 7,080,196 "," 109,254 "," 5,837,715 ", 1 , - 
07,61796,0133637,1774,D,Summit Public School: Tamalpais,UNIFIED, - , - ," 6,148,497 ", - , - , - , - , - , - , - ," 48,086 ", - , - , - , - , - ," 102,979 ", - , - , - , - , - , - ," 19,314 "," 6,318,876 "," 116,398 "," 6,264,895 ", 1 , - 
07,61796,0136903,1906,D,Voices College -Bound Language Academy at West Contra Costa County,UNIFIED, - , - ," 3,161,847 ", - , - , - , - , - , - , - ," 25,921 ", - ," 581,077 ", - , - , - ," 48,184 ", - , - , - , - , - , - ," 7,204 "," 3,824,233 "," 62,746 "," 3,224,593 ", 1 , - 
07,61804,0000000,N/A,N/A,San Ramon Valley Unified,UNIFIED, - ," 84,906,257 ", - , - , - , - , - , - ," 26,770,512 "," 628,101 "," 2,280,877 "," 829,948 "," 2,228,723 ", - , - ," 4,714,758 "," 3,298,333 ", - , - , - , - , - , - ," 1,144,384 "," 126,801,893 "," 5,692,832 "," 90,599,089 ", 1 , - 
07,61812,0000000,N/A,N/A,Walnut Creek Elementary,ELEMENTARY, - ," 3,181,520 ", - , - , - , - , - , - , - , - ," 286,797 "," 150,900 "," 915,298 ", - , - ," 299,645 "," 421,479 ", - , - , - , - , - , - ," 1,505,295 "," 6,760,934 "," 694,738 "," 3,876,258 ", 1 , - 
07,77354,0132233,1741,D,John Henry High,UNIFIED, - , - ," 4,957,365 ", - , - , - , - , - , - , - ," 26,046 ", - , - , - , - , - ," 46,394 ", - , - , - , - , - , - , - ," 5,029,805 "," 63,048 "," 5,020,413 ", 1 , - 
08,10082,0000000,N/A,N/A,Del Norte Co. Office of Education,CO OFFICE," 2,665,062 ", - , - , - , - , - , - , - , - , - ," 2,034 ", - , - ," 184,385 ", - , 461 ," 5,387 "," 50,535 "," 48,480 ", - , - , - , - ," 48,576 "," 3,004,920 "," 709,391 "," 3,374,453 ", 1 , - 
08,10082,0830059,0358,L,Castle Rock,CO OFFICE, - , - ," 3,916,738 ", - , - , - , - , - , - , - ," 26,223 ", - , - , - , - , - ," 52,479 ", - , - , - , - , - , - ," (1,360)"," 3,994,080 "," 709,720 "," 4,626,458 ", 1 , - 
08,61820,0000000,N/A,N/A,Del Norte County Unified,UNIFIED, - ," 28,646,124 ", - , - , - , - , - , - , - ," 166,224 "," 256,703 "," 215,571 "," 1,897,128 "," (184,385)", - ," 397,256 "," 572,467 "," 114,564 ", - , - , - , - , - ," (841,618)"," 31,240,034 "," 6,459,386 "," 35,105,510 ", 2 , - 
08,61820,0137729,0859,D,Uncharted Shores Academy,UNIFIED, - , - ," 2,046,358 ", - , - , - , - , - , - , - ," 23,364 ", - , - , - , - , - ," 45,324 ", - , - , - , - , - , - ," (21,691)"," 2,093,355 "," 559,401 "," 2,605,759 ", 1 , - 
09,10090,0000000,N/A,N/A,El Dorado Co. Office of Education,CO OFFICE," 13,902,064 ", - , - , - , - , - , - ," 7,052 "," 295,417,837 "," 752,460 "," 17,382 ", - , - ," 2,349,235 ", - ," 1,313,739 "," 88,943 "," 64,795 "," 1,374,330 ", - , - , - , - ," 231,590 "," 315,519,427 "," 91,622 "," 13,993,686 ", 1 , - 
09,10090,0123521,0360,L,Charter Home Study Academy,CO OFFICE, - , - ," 935,093 ", - , - , - , - , - , - , - ," 31,037 ", - , - , - , - , - ," 32,734 ", - , - , - , - , - , - ," (9,554)"," 989,310 "," 403,172 "," 1,338,265 ", 1 , - 
09,10090,0136036,1880,D,John Adams Academy - El Dorado Hills,ELEMENTARY, - , - ," 13,585,795 ", - , - , - , - , - , - , - ," 123,832 ", - ," 246,159 ", - , - , - ," 179,276 ", - , - , - , - , - , - ," (151,039)"," 13,984,023 "," 299,750 "," 13,885,545 ", 1 , - 
